,Date,Close,Growth_Rate
3094,2024-04-22,157.9499969482422,1.4320547842652909
3095,2024-04-23,159.9199981689453,1.2472309330582965
3096,2024-04-24,161.10000610351562,0.7378739045029947
3097,2024-04-25,157.9499969482422,-1.955312871465309
3098,2024-04-26,173.69000244140625,9.965182524392091
3099,2024-04-29,167.89999389648438,-3.3335301189111988
3100,2024-04-30,164.63999938964844,-1.9416287226584616
3101,2024-05-01,165.57000732421875,0.5648736261042453
3102,2024-05-02,168.4600067138672,1.7454848473789308
3103,2024-05-03,168.99000549316406,0.31461400817649476
3104,2024-05-06,169.8300018310547,0.49706864937915096
3105,2024-05-07,172.97999572753906,1.8547923585480186
3106,2024-05-08,171.16000366210938,-1.0521401956191223
3107,2024-05-09,171.5800018310547,0.24538336057438048
3108,2024-05-10,170.2899932861328,-0.7518408504226914
